央视测试,#genre#
CCTV 7,http://192.168.0.35:5050/tptv/G_CCTV-7-HD-265-8M?type=origin
CCTV 8,http://192.168.0.35:5050/tptv/G_CCTV-8-AVS-4K264?type=origin
CCTV 9,http://192.168.0.35:5050/tptv/G_CCTV-9-HD-265-8M?type=origin
CCTV 10,http://192.168.0.35:5050/tptv/G_CCTV-10-HD-265-8M?type=origin
CCTV 11,http://192.168.0.35:5050/tptv/H265-5500k-1080P-cctv11?type=origin
CCTV 12,http://192.168.0.35:5050/tptv/G_CCTV-12-HD-265-8M?type=origin
CCTV 13,http://192.168.0.35:5050/tptv/G_CCTV-13-HD-265-8M?type=origin
CCTV 14,http://192.168.0.35:5050/tptv/G_CCTV-14-CQ?type=origin
CCTV 15,http://192.168.0.35:5050/tptv/H265-5500k-1080P-cctv15?type=origin
CCTV 16,http://192.168.0.35:5050/tptv/G_CCTV-16-CQ?type=origin
CCTV 17,http://192.168.0.35:5050/tptv/G_CCTV-17-CQ?type=origin
CCTV 4K,http://192.168.0.35:5050/tptv/G_CCTV-4K-HD?type=origin
CCTV 世界地理,http://192.168.0.35:5050/tptv/G_SHIJIEDL-CQ?type=origin
CCTV 风云剧场,http://192.168.0.35:5050/tptv/G_FENGYUNJC-CQ?type=origin
CCTV 风云足球,http://192.168.0.35:5050/tptv/G_FENGSHANGZQ-CQ?type=origin
CCTV 风云音乐,http://192.168.0.35:5050/tptv/G_FENGYUNYY-CQ?type=origin
CCTV 兵器科技,http://192.168.0.35:5050/tptv/G_BINGQIKJ-CQ?type=origin
CCTV 央视台球,http://192.168.0.35:5050/tptv/G_TAIQIU-CQ?type=origin
CCTV 高尔夫网球,http://192.168.0.35:5050/tptv/G_CCTV-GOLF-CQ?type=origin
CCTV 女性时尚,http://192.168.0.35:5050/tptv/G_NVXINGSS-CQ?type=origin
CCTV 电视指南,http://192.168.0.35:5050/tptv/G_DIANSHIZN-CQ?type=origin
CCTV 第一剧场,http://192.168.0.35:5050/tptv/G_DIYIJC-CQ?type=origin
CCTV 怀旧剧场,http://192.168.0.35:5050/tptv/G_HUAIJIUJC-CQ?type=origin
CCTV 央视文化精品,http://192.168.0.35:5050/tptv/G_CCTV-WENHUA-CQ?type=origin
CETV 早期教育,http://192.168.0.35:5050/tptv/G_CETV-ZQJY-CQ?type=origin
江苏卫视,http://192.168.0.35:5050/tptv/G_JIANGSU-HD-265-8M?type=origin
东方卫视,http://192.168.0.35:5050/tptv/G_DONGFANG-HD-265-8M?type=origin
北京卫视,http://192.168.0.35:5050/tptv/G_BEIJING-HD-265-8M?type=origin
广东卫视,http://192.168.0.35:5050/tptv/G_GUANGDONG-HD-265-8M?type=origin
山东卫视,http://192.168.0.35:5050/tptv/G_SHANDONG-HD-265-8M?type=origin
深圳卫视,http://192.168.0.35:5050/tptv/G_SHENZHEN-HD-265-8M?type=origin
湖北卫视,http://192.168.0.35:5050/tptv/G_HUBEI-HD-265-8M?type=origin
湖南卫视,http://192.168.0.35:5050/tptv/G_HUNAN-HD-265-8M?type=origin
浙江卫视,http://192.168.0.35:5050/tptv/G_ZHEJIANG-HD-265-8M?type=origin
黑龙江卫视,http://192.168.0.35:5050/tptv/G_HEILONGJIANG-HD-265-8M?type=origin
天津卫视,http://192.168.0.35:5050/tptv/G_TIANJIN-HD-265-8M?type=origin
安徽卫视,http://192.168.0.35:5050/tptv/G_ANHUI-HD-265-8M?type=origin
辽宁卫视,http://192.168.0.35:5050/tptv/G_LIAONING-HD-265-8M?type=origin
东南卫视,http://192.168.0.35:5050/tptv/H265-5500k-1080P-dongnanstv?type=origin
吉林卫视,http://192.168.0.35:5050/tptv/G_JILIN-CQ?type=origin
四川卫视,http://192.168.0.35:5050/tptv/G_SICHUAN-CQ?type=origin
江西卫视,http://192.168.0.35:5050/tptv/G_JIANGXI-CQ?type=origin
河北卫视,http://192.168.0.35:5050/tptv/G_HEBEI-CQ?type=origin
河南卫视,http://192.168.0.35:5050/tptv/G_HENAN-CQ?type=origin
贵州卫视,http://192.168.0.35:5050/tptv/G_GUIZHOU-CQ?type=origin
重庆卫视,http://192.168.0.35:5050/tptv/G_CHONGQING-CQ?type=origin
云南卫视,http://192.168.0.35:5050/tptv/G_YUNNAN-HQ?type=origin
三沙卫视,http://192.168.0.35:5050/tptv/G_SANSHA-HQ?type=origin
海南卫视,http://192.168.0.35:5050/tptv/HD-8000k-1080P-lvyoustv?type=origin
上海纪实人文,http://192.168.0.35:5050/tptv/H265-5500k-1080P-shanghaijishi?type=origin
北京纪实科教,http://192.168.0.35:5050/tptv/HD-8000k-1080P-beijingjishi?type=origin
凤凰卫视中文,http://192.168.0.35:5050/tptv/HD-10000k-1080P-fhchinese5s?type=origin
凤凰卫视资讯,http://192.168.0.35:5050/tptv/HD-10000k-1080P-fhzixun5s?type=origin
凤凰卫视香港,http://192.168.0.35:5050/tptv/HD-10000k-1080P-fhhongkong5s?type=origin
纯享 4K,http://192.168.0.35:5050/tptv/HD-20M-2160P-chunxiang4k?type=origin
高清臻享咪咕足球,http://192.168.0.35:5050/tptv/miguaoyun1-AVS?type=origin
咪咕精彩足球,http://192.168.0.35:5050/tptv/HD-8000k-1080P-miguaoyun1?type=origin
咪咕综合体育,http://192.168.0.35:5050/tptv/HD-8000k-1080P-miguaoyun2?type=origin
全民热练,http://192.168.0.35:5050/tptv/HD-8000k-1080P-quanminrl?type=origin
黑莓电影,http://192.168.0.35:5050/tptv/HD-8000k-1080P-Supermovie?type=origin
NewTV 炫舞未来,http://192.168.0.35:5050/tptv/HD-4000k-1080P-xwwl?type=origin
南京新闻综合频道,http://192.168.0.35:5050/tptv/G_NJXW?type=origin
南京影视频道,http://192.168.0.35:5050/tptv/G_NJYS?type=origin
南京少儿频道,http://192.168.0.35:5050/tptv/G_NJSE?type=origin
南京生活频道,http://192.168.0.35:5050/tptv/G_NJSH?type=origin
南京信息频道,http://192.168.0.35:5050/tptv/G_NJXX?type=origin
南京娱乐频道,http://192.168.0.35:5050/tptv/G_NJYL?type=origin
南京教科频道,http://192.168.0.35:5050/tptv/G_NJJK?type=origin
南京十八频道,http://192.168.0.35:5050/tptv/G_NJSB?type=origin
徐州新闻综合,http://192.168.0.35:5050/tptv/xzxwzh?type=origin
徐州经济生活,http://192.168.0.35:5050/tptv/xzjjsh?type=origin
徐州文艺影视,http://192.168.0.35:5050/tptv/xzwyys?type=origin
徐州公共,http://192.168.0.35:5050/tptv/xzgg?type=origin
徐州新沂3套,http://192.168.0.35:5050/tptv/G_XZXYTV-3?type=origin
徐州沛县新闻综合,http://192.168.0.35:5050/tptv/xzpxxwzh?type=origin
徐州沛县综艺,http://192.168.0.35:5050/tptv/xzpxzy?type=origin
徐州沛县生活,http://192.168.0.35:5050/tptv/xzpxsh?type=origin
常州新闻,http://192.168.0.35:5050/tptv/jsczxinwen?type=origin
常州都市,http://192.168.0.35:5050/tptv/jsczdushi?type=origin
常州生活,http://192.168.0.35:5050/tptv/jsczshenghuo?type=origin
常州公共,http://192.168.0.35:5050/tptv/jsczgonggong?type=origin
睢宁综合,http://192.168.0.35:5050/tptv/xzsnzh?type=origin
睢宁资讯,http://192.168.0.35:5050/tptv/xzsnzx?type=origin
睢宁生活,http://192.168.0.35:5050/tptv/xzsnshjy?type=origin
睢宁三农,http://192.168.0.35:5050/tptv/xzsnsn?type=origin
南通一套,http://192.168.0.35:5050/tptv/jsntyitao?type=origin
南通二套,http://192.168.0.35:5050/tptv/jsntertao?type=origin
公共崇川,http://192.168.0.35:5050/tptv/jsntsantao?type=origin
镇江一套,http://192.168.0.35:5050/tptv/G_ZHENJIANGTV-1?type=origin
镇江二套,http://192.168.0.35:5050/tptv/G_ZHENJIANGTV-2?type=origin
镇江三套,http://192.168.0.35:5050/tptv/G_ZHENJIANGTV-3?type=origin
宿迁综合,http://192.168.0.35:5050/tptv/G_SQZH?type=origin
宿迁公共,http://192.168.0.35:5050/tptv/G_SQGG?type=origin
邳州综合,http://192.168.0.35:5050/tptv/pzzonghe?type=origin
邳州综艺,http://192.168.0.35:5050/tptv/pzzongyi?type=origin
赣榆新闻综合,http://192.168.0.35:5050/tptv/HD-2500k-1080P-ganyutv?type=origin
江苏仪化电视,http://192.168.0.35:5050/tptv/HD-4000k-1080P-jsyihua?type=origin
高分电影,http://192.168.0.35:5050/tptv/GITV-JS-14?type=origin
乡村爱情,http://192.168.0.35:5050/tptv/GITV-JS-15?type=origin
热门综艺,http://192.168.0.35:5050/tptv/GITV-JS-16?type=origin
美食美味,http://192.168.0.35:5050/tptv/GITV-JS-17?type=origin
自然风景,http://192.168.0.35:5050/tptv/GITV-JS-18?type=origin
动物世界,http://192.168.0.35:5050/tptv/GITV-JS-19?type=origin
书籍解读,http://192.168.0.35:5050/tptv/GITV-JS-20?type=origin
亲子玩具,http://192.168.0.35:5050/tptv/GITV-JS-21?type=origin
广场舞,http://192.168.0.35:5050/tptv/GITV-JS-22?type=origin
戏曲音乐,http://192.168.0.35:5050/tptv/GITV-JS-23?type=origin
相声联欢,http://192.168.0.35:5050/tptv/GITV-JS-24?type=origin
动漫星空,http://192.168.0.35:5050/tptv/GITV-JS-25?type=origin
电视剧1,http://192.168.0.35:5050/tptv/GITV-JS-26?type=origin
电视剧2,http://192.168.0.35:5050/tptv/GITV-JS-27?type=origin
电视剧3,http://192.168.0.35:5050/tptv/GITV-JS-28?type=origin
军事之旅,http://192.168.0.35:5050/tptv/GITV-JS-29?type=origin
科幻世界,http://192.168.0.35:5050/tptv/GITV-JS-30?type=origin
儿童天地,http://192.168.0.35:5050/tptv/GITV-JS-31?type=origin
纪录片,http://192.168.0.35:5050/tptv/GITV-JS-32?type=origin
自用代理,#genre#
CCTV 1,http://192.168.0.35:5050/tptv/G_CCTV-1-AVS-4K264?type=proxy
CCTV 2,http://192.168.0.35:5050/tptv/G_CCTV-2-HD-265-8M?type=proxy
CCTV 3,http://192.168.0.35:5050/tptv/G_CCTV-3-AVS-4K264?type=proxy
CCTV 4,http://192.168.0.35:5050/tptv/G_CCTV-4-HD-265-8M?type=proxy
CCTV 5,http://192.168.0.35:5050/tptv/G_CCTV-5-AVS-4K264?type=proxy
CCTV 5+,http://192.168.0.35:5050/tptv/G_CCTV-5PLUS-HD-265-8M?type=proxy
CCTV 6,http://192.168.0.35:5050/tptv/G_CCTV-6-AVS-4K264?type=proxy
CCTV 7,http://192.168.0.35:5050/tptv/G_CCTV-7-HD-265-8M?type=proxy
CCTV 8,http://192.168.0.35:5050/tptv/G_CCTV-8-AVS-4K264?type=proxy
CCTV 9,http://192.168.0.35:5050/tptv/G_CCTV-9-HD-265-8M?type=proxy
CCTV 10,http://192.168.0.35:5050/tptv/G_CCTV-10-HD-265-8M?type=proxy
CCTV 11,http://192.168.0.35:5050/tptv/H265-5500k-1080P-cctv11?type=proxy
CCTV 12,http://192.168.0.35:5050/tptv/G_CCTV-12-HD-265-8M?type=proxy
CCTV 13,http://192.168.0.35:5050/tptv/G_CCTV-13-HD-265-8M?type=proxy
CCTV 14,http://192.168.0.35:5050/tptv/G_CCTV-14-CQ?type=proxy
CCTV 15,http://192.168.0.35:5050/tptv/H265-5500k-1080P-cctv15?type=proxy
CCTV 16,http://192.168.0.35:5050/tptv/G_CCTV-16-CQ?type=proxy
CCTV 17,http://192.168.0.35:5050/tptv/G_CCTV-17-CQ?type=proxy
CCTV 4K,http://192.168.0.35:5050/tptv/G_CCTV-4K-HD?type=proxy
CCTV 世界地理,http://192.168.0.35:5050/tptv/G_SHIJIEDL-CQ?type=proxy
CCTV 风云剧场,http://192.168.0.35:5050/tptv/G_FENGYUNJC-CQ?type=proxy
CCTV 风云足球,http://192.168.0.35:5050/tptv/G_FENGSHANGZQ-CQ?type=proxy
CCTV 风云音乐,http://192.168.0.35:5050/tptv/G_FENGYUNYY-CQ?type=proxy
CCTV 兵器科技,http://192.168.0.35:5050/tptv/G_BINGQIKJ-CQ?type=proxy
CCTV 央视台球,http://192.168.0.35:5050/tptv/G_TAIQIU-CQ?type=proxy
CCTV 高尔夫网球,http://192.168.0.35:5050/tptv/G_CCTV-GOLF-CQ?type=proxy
CCTV 女性时尚,http://192.168.0.35:5050/tptv/G_NVXINGSS-CQ?type=proxy
CCTV 电视指南,http://192.168.0.35:5050/tptv/G_DIANSHIZN-CQ?type=proxy
CCTV 第一剧场,http://192.168.0.35:5050/tptv/G_DIYIJC-CQ?type=proxy
CCTV 怀旧剧场,http://192.168.0.35:5050/tptv/G_HUAIJIUJC-CQ?type=proxy
CCTV 央视文化精品,http://192.168.0.35:5050/tptv/G_CCTV-WENHUA-CQ?type=proxy
CETV 早期教育,http://192.168.0.35:5050/tptv/G_CETV-ZQJY-CQ?type=proxy
江苏卫视,http://192.168.0.35:5050/tptv/G_JIANGSU-HD-265-8M?type=proxy
东方卫视,http://192.168.0.35:5050/tptv/G_DONGFANG-HD-265-8M?type=proxy
北京卫视,http://192.168.0.35:5050/tptv/G_BEIJING-HD-265-8M?type=proxy
广东卫视,http://192.168.0.35:5050/tptv/G_GUANGDONG-HD-265-8M?type=proxy
山东卫视,http://192.168.0.35:5050/tptv/G_SHANDONG-HD-265-8M?type=proxy
深圳卫视,http://192.168.0.35:5050/tptv/G_SHENZHEN-HD-265-8M?type=proxy
湖北卫视,http://192.168.0.35:5050/tptv/G_HUBEI-HD-265-8M?type=proxy
湖南卫视,http://192.168.0.35:5050/tptv/G_HUNAN-HD-265-8M?type=proxy
浙江卫视,http://192.168.0.35:5050/tptv/G_ZHEJIANG-HD-265-8M?type=proxy
黑龙江卫视,http://192.168.0.35:5050/tptv/G_HEILONGJIANG-HD-265-8M?type=proxy
天津卫视,http://192.168.0.35:5050/tptv/G_TIANJIN-HD-265-8M?type=proxy
安徽卫视,http://192.168.0.35:5050/tptv/G_ANHUI-HD-265-8M?type=proxy
辽宁卫视,http://192.168.0.35:5050/tptv/G_LIAONING-HD-265-8M?type=proxy
东南卫视,http://192.168.0.35:5050/tptv/H265-5500k-1080P-dongnanstv?type=proxy
吉林卫视,http://192.168.0.35:5050/tptv/G_JILIN-CQ?type=proxy
四川卫视,http://192.168.0.35:5050/tptv/G_SICHUAN-CQ?type=proxy
江西卫视,http://192.168.0.35:5050/tptv/G_JIANGXI-CQ?type=proxy
河北卫视,http://192.168.0.35:5050/tptv/G_HEBEI-CQ?type=proxy
河南卫视,http://192.168.0.35:5050/tptv/G_HENAN-CQ?type=proxy
贵州卫视,http://192.168.0.35:5050/tptv/G_GUIZHOU-CQ?type=proxy
重庆卫视,http://192.168.0.35:5050/tptv/G_CHONGQING-CQ?type=proxy
云南卫视,http://192.168.0.35:5050/tptv/G_YUNNAN-HQ?type=proxy
三沙卫视,http://192.168.0.35:5050/tptv/G_SANSHA-HQ?type=proxy
海南卫视,http://192.168.0.35:5050/tptv/HD-8000k-1080P-lvyoustv?type=proxy
上海纪实人文,http://192.168.0.35:5050/tptv/H265-5500k-1080P-shanghaijishi?type=proxy
北京纪实科教,http://192.168.0.35:5050/tptv/HD-8000k-1080P-beijingjishi?type=proxy
凤凰卫视中文,http://192.168.0.35:5050/tptv/HD-10000k-1080P-fhchinese5s?type=proxy
凤凰卫视资讯,http://192.168.0.35:5050/tptv/HD-10000k-1080P-fhzixun5s?type=proxy
凤凰卫视香港,http://192.168.0.35:5050/tptv/HD-10000k-1080P-fhhongkong5s?type=proxy
纯享 4K,http://192.168.0.35:5050/tptv/HD-20M-2160P-chunxiang4k?type=proxy
高清臻享咪咕足球,http://192.168.0.35:5050/tptv/miguaoyun1-AVS?type=proxy
咪咕精彩足球,http://192.168.0.35:5050/tptv/HD-8000k-1080P-miguaoyun1?type=proxy
咪咕综合体育,http://192.168.0.35:5050/tptv/HD-8000k-1080P-miguaoyun2?type=proxy
全民热练,http://192.168.0.35:5050/tptv/HD-8000k-1080P-quanminrl?type=proxy
黑莓电影,http://192.168.0.35:5050/tptv/HD-8000k-1080P-Supermovie?type=proxy
NewTV 炫舞未来,http://192.168.0.35:5050/tptv/HD-4000k-1080P-xwwl?type=proxy
南京新闻综合频道,http://192.168.0.35:5050/tptv/G_NJXW?type=proxy
南京影视频道,http://192.168.0.35:5050/tptv/G_NJYS?type=proxy
南京少儿频道,http://192.168.0.35:5050/tptv/G_NJSE?type=proxy
南京生活频道,http://192.168.0.35:5050/tptv/G_NJSH?type=proxy
南京信息频道,http://192.168.0.35:5050/tptv/G_NJXX?type=proxy
南京娱乐频道,http://192.168.0.35:5050/tptv/G_NJYL?type=proxy
南京教科频道,http://192.168.0.35:5050/tptv/G_NJJK?type=proxy
南京十八频道,http://192.168.0.35:5050/tptv/G_NJSB?type=proxy
徐州新闻综合,http://192.168.0.35:5050/tptv/xzxwzh?type=proxy
徐州经济生活,http://192.168.0.35:5050/tptv/xzjjsh?type=proxy
徐州文艺影视,http://192.168.0.35:5050/tptv/xzwyys?type=proxy
徐州公共,http://192.168.0.35:5050/tptv/xzgg?type=proxy
徐州新沂3套,http://192.168.0.35:5050/tptv/G_XZXYTV-3?type=proxy
徐州沛县新闻综合,http://192.168.0.35:5050/tptv/xzpxxwzh?type=proxy
徐州沛县综艺,http://192.168.0.35:5050/tptv/xzpxzy?type=proxy
徐州沛县生活,http://192.168.0.35:5050/tptv/xzpxsh?type=proxy
常州新闻,http://192.168.0.35:5050/tptv/jsczxinwen?type=proxy
常州都市,http://192.168.0.35:5050/tptv/jsczdushi?type=proxy
常州生活,http://192.168.0.35:5050/tptv/jsczshenghuo?type=proxy
常州公共,http://192.168.0.35:5050/tptv/jsczgonggong?type=proxy
睢宁综合,http://192.168.0.35:5050/tptv/xzsnzh?type=proxy
睢宁资讯,http://192.168.0.35:5050/tptv/xzsnzx?type=proxy
睢宁生活,http://192.168.0.35:5050/tptv/xzsnshjy?type=proxy
睢宁三农,http://192.168.0.35:5050/tptv/xzsnsn?type=proxy
南通一套,http://192.168.0.35:5050/tptv/jsntyitao?type=proxy
南通二套,http://192.168.0.35:5050/tptv/jsntertao?type=proxy
公共崇川,http://192.168.0.35:5050/tptv/jsntsantao?type=proxy
镇江一套,http://192.168.0.35:5050/tptv/G_ZHENJIANGTV-1?type=proxy
镇江二套,http://192.168.0.35:5050/tptv/G_ZHENJIANGTV-2?type=proxy
镇江三套,http://192.168.0.35:5050/tptv/G_ZHENJIANGTV-3?type=proxy
宿迁综合,http://192.168.0.35:5050/tptv/G_SQZH?type=proxy
宿迁公共,http://192.168.0.35:5050/tptv/G_SQGG?type=proxy
邳州综合,http://192.168.0.35:5050/tptv/pzzonghe?type=proxy
邳州综艺,http://192.168.0.35:5050/tptv/pzzongyi?type=proxy
赣榆新闻综合,http://192.168.0.35:5050/tptv/HD-2500k-1080P-ganyutv?type=proxy
江苏仪化电视,http://192.168.0.35:5050/tptv/HD-4000k-1080P-jsyihua?type=proxy
高分电影,http://192.168.0.35:5050/tptv/GITV-JS-14?type=proxy
乡村爱情,http://192.168.0.35:5050/tptv/GITV-JS-15?type=proxy
热门综艺,http://192.168.0.35:5050/tptv/GITV-JS-16?type=proxy
美食美味,http://192.168.0.35:5050/tptv/GITV-JS-17?type=proxy
自然风景,http://192.168.0.35:5050/tptv/GITV-JS-18?type=proxy
动物世界,http://192.168.0.35:5050/tptv/GITV-JS-19?type=proxy
书籍解读,http://192.168.0.35:5050/tptv/GITV-JS-20?type=proxy
亲子玩具,http://192.168.0.35:5050/tptv/GITV-JS-21?type=proxy
广场舞,http://192.168.0.35:5050/tptv/GITV-JS-22?type=proxy
戏曲音乐,http://192.168.0.35:5050/tptv/GITV-JS-23?type=proxy
相声联欢,http://192.168.0.35:5050/tptv/GITV-JS-24?type=proxy
动漫星空,http://192.168.0.35:5050/tptv/GITV-JS-25?type=proxy
电视剧1,http://192.168.0.35:5050/tptv/GITV-JS-26?type=proxy
电视剧2,http://192.168.0.35:5050/tptv/GITV-JS-27?type=proxy
电视剧3,http://192.168.0.35:5050/tptv/GITV-JS-28?type=proxy
军事之旅,http://192.168.0.35:5050/tptv/GITV-JS-29?type=proxy
科幻世界,http://192.168.0.35:5050/tptv/GITV-JS-30?type=proxy
儿童天地,http://192.168.0.35:5050/tptv/GITV-JS-31?type=proxy
纪录片,http://192.168.0.35:5050/tptv/GITV-JS-32?type=proxy




卫视测试,#genre#
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
BTV纪实,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
山东教育电视台,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
厦门卫视,http://ott.mobaibox.com/PLTV/3/224/3221226996/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
CETV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-3,http://ott.mobaibox.com/PLTV/3/224/3221227018/index.m3u8
CETV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
东方卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000005866&livemode=1&stbId=3
安徽卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000030159&livemode=1&stbId=3
江苏卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001828&livemode=1&stbId=3
浙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014260&livemode=1&stbId=3
湖南卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000032695&livemode=1&stbId=3
山东卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265019&livemode=1&stbId=3
北京卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265027&livemode=1&stbId=3
央视,#genre#
CCTV16-4K 18M2160,http://ott.mobaibox.com/PLTV/3/224/3221228314/index.m3u8
CCTV16-4K 25M2160,http://ott.mobaibox.com/PLTV/3/224/3221228168/index.m3u8
CCTV16-4K 34M2160HDR,http://ott.mobaibox.com/PLTV/3/224/3221228127/index.m3u8
SiTV欢笑剧场 12M2160,http://ott.mobaibox.com/PLTV/3/224/3221227715/index.m3u8
纯享4K 12M2160,http://ott.mobaibox.com/PLTV/3/224/3221228228/index.m3u8
纯享4K 16M2160,http://ott.mobaibox.com/PLTV/3/224/3221227506/index.m3u8
纯享4K 16M2160,http://ott.mobaibox.com/PLTV/3/224/3221228472/index.m3u8
纯享4K 25M2160HDR,http://ott.mobaibox.com/PLTV/3/224/3221228242/index.m3u8
纯享4K 30M2160HDR,http://ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8
4K修复 7M2160HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228141/index.m3u8
凤凰中文 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
CCTV1 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227375/index.m3u8
CCTV1 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227736/index.m3u8
CCTV1 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227739/index.m3u8
CCTV1 4.8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221226316/index.m3u8
CCTV1 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227494/index.m3u8
CCTV1 4M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228146/index.m3u8
CCTV1 4M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227644/index.m3u8
CCTV1 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227675/index.m3u8
CCTV1 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228049/index.m3u8
CCTV1 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228075/index.m3u8
CCTV1 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227462/index.m3u8
CCTV1 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227634/index.m3u8
